,text,vid,bid,uid,ppl,idf,idf_avg,cross_score,iliad_ppl
17,εἰς ἰθάκην οὐδ᾽ ἔνθα πεφυγμένος ἦεν ἀέθλων,18,1,1.18,1198.4823775182529,5.24833007564383,6.752960658316583,9850.809614333159,10704.14319180583
18,καὶ μετὰ οἷσι φίλοισι θεοὶ δ᾽ ἐλέαιρον ἅπαντες,19,1,1.19,2858.403789701373,2.7433941439802574,6.978525934039422,4026.461129311904,5257.410523334698
19,νόσφι ποσειδάωνος ὁ δ᾽ ἀσπερχὲς μενέαινεν,20,1,1.2,39359.89927918826,8.20439709280539,9.057802068220568,1346.0274019535386,2788.8642498881213
20,ἀντιθέῳ ὀδυσῆι πάρος ἣν γαῖαν ἱκέσθαι,21,1,1.21,420.37531467420825,5.701141304349193,7.042392351381818,13869.18209135323,14172.525034315258
21,ἀλλ᾽ ὁ μὲν αἰθίοπας μετεκίαθε τηλόθ᾽ ἐόντας,22,1,1.22,494979.66061986797,3.8491137831070192,7.418069479951598,235306.29162941975,236465.1048105007
22,αἰθίοπας τοὶ διχθὰ δεδαίαται ἔσχατοι ἀνδρῶν,23,1,1.23,2593194.494295618,5.459979247532305,8.290238988898786,897389.9009536402,900580.0784179949
23,οἱ μὲν δυσομένου ὑπερίονος οἱ δ᾽ ἀνιόντος,24,1,1.24,43335.37338937937,3.8491137831070192,6.697809103880261,80757.08155685928,84696.59044883934
24,ἀντιόων ταύρων τε καὶ ἀρνειῶν ἑκατόμβης,25,1,1.25,22432.402178915563,2.7433941439802574,7.3948212823622335,5244.501036508527,7471.626693834194
25,ἔνθ᾽ ὅ γ᾽ ἐτέρπετο δαιτὶ παρήμενος οἱ δὲ δὴ ἄλλοι,26,1,1.26,5694.119403931932,3.369880411378481,6.32385167920263,12072.262601110346,14048.927457789394
26,ζηνὸς ἐνὶ μεγάροισιν ὀλυμπίου ἁθρόοι ἦσαν,27,1,1.27,1656.5675053272064,4.661828757962375,7.44825185744543,5010.9102777064,5333.084720538606
27,τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε,28,1,1.28,751.8289065777724,3.369880411378481,5.472208560605647,-90.6071952253929,486.3306309764326
28,μνήσατο γὰρ κατὰ θυμὸν ἀμύμονος αἰγίσθοιο,29,1,1.29,975.4772620933333,4.370936409880346,6.711102873865225,4710.042578784733,5455.917633832197
29,τόν ῥ᾽ ἀγαμεμνονίδης τηλεκλυτὸς ἔκταν᾽ ὀρέστης,30,1,1.3,25411.84083231195,7.034325840155136,8.872829280341104,2427.1900427069845,3837.534810137801
30,τοῦ ὅ γ᾽ ἐπιμνησθεὶς ἔπε᾽ ἀθανάτοισι μετηύδα,31,1,1.31,1371.237911727947,5.869022176988353,7.841355405087411,3970.8024921486785,4826.676477671211
31,ὢ πόποι οἷον δή νυ θεοὺς βροτοὶ αἰτιόωνται,32,1,1.32,132690.7922765356,5.573307932839308,7.8168168204304225,40029.016723034794,42483.68489590048
32,ἐξ ἡμέων γάρ φασι κάκ᾽ ἔμμεναι οἱ δὲ καὶ αὐτοὶ,33,1,1.33,12450.592136191122,2.7433941439802574,5.9077036302747175,32019.26859736962,33565.377545909556
33,σφῇσιν ἀτασθαλίῃσιν ὑπὲρ μόρον ἄλγε᾽ ἔχουσιν,34,1,1.34,1718.293057322193,6.9051141086751295,8.063787921465275,850.269935172839,1272.540849951825
34,ὡς καὶ νῦν αἴγισθος ὑπὲρ μόρον ἀτρεΐδαο,35,1,1.35,2143.202999528584,2.7433941439802574,6.302876213150882,18286.74136401426,19324.080372675442
35,γῆμ᾽ ἄλοχον μνηστήν τὸν δ᾽ ἔκτανε νοστήσαντα,36,1,1.36,9643.252487461072,4.450979117553882,8.141702806511779,11227.679566273053,12390.891964793667
36,εἰδὼς αἰπὺν ὄλεθρον ἐπεὶ πρό οἱ εἴπομεν ἡμεῖς,37,1,1.37,38627.525027972835,3.9527322759947516,7.193727830644055,18648.255098181875,19470.39583856077
37,ἑρμείαν πέμψαντες ἐύσκοπον ἀργεϊφόντην,38,1,1.38,4807.946696301321,8.792183757707509,9.378035529586084,23525.151828851678,24494.444330759907
38,μήτ᾽ αὐτὸν κτείνειν μήτε μνάασθαι ἄκοιτιν,39,1,1.39,4592.538027770275,7.034325840155136,8.4340473677979,27932.87191987142,29295.477630966096
39,ἐκ γὰρ ὀρέσταο τίσις ἔσσεται ἀτρεΐδαο,40,1,1.4,48796.77837330299,4.370936409880346,7.228495088264366,88071.723491296,89785.89195789534
40,ὁππότ᾽ ἂν ἡβήσῃ τε καὶ ἧς ἱμείρεται αἴης,41,1,1.41,31325.05840892146,2.7433941439802574,6.827504616095201,132392.978425301,133349.14677484517
41,ὣς ἔφαθ᾽ ἑρμείας ἀλλ᾽ οὐ φρένας αἰγίσθοιο,42,1,1.42,1853.6379118252512,4.121225831181414,6.24014020980771,37784.48939984563,38290.7298830062
42,πεῖθ᾽ ἀγαθὰ φρονέων νῦν δ᾽ ἁθρόα πάντ᾽ ἀπέτισεν,43,1,1.43,12203.721957028894,4.880160752279362,8.283255247531503,10389.114446676478,11755.10378886697
43,τὸν δ᾽ ἠμείβετ᾽ ἔπειτα θεά γλαυκῶπις ἀθήνη,44,1,1.44,87.67984785274221,4.450979117553882,6.009105654451756,491.81526860107533,571.0587984400477
44,ὦ πάτερ ἡμέτερε κρονίδη  ὕπατε κρειόντων,45,1,1.45,4956.620204546034,6.764035510415224,8.565068949300422,6778.133898231386,7156.10289943016
45,καὶ λίην κεῖνός γε ἐοικότι κεῖται ὀλέθρῳ,46,1,1.46,6775.214350944149,2.7433941439802574,6.8768038666454485,129474.91410316249,131138.11551170278
46,ὡς ἀπόλοιτο καὶ ἄλλος ὅτις τοιαῦτά γε ῥέζοι,47,1,1.47,3223.3561095064642,2.7433941439802574,6.715825868610324,3141.451792887979,5018.934911631886
47,ἀλλά μοι ἀμφ᾽ ὀδυσῆι δαΐφρονι δαίεται ἦτορ,48,1,1.48,3015.454145975786,4.347182323872239,7.197000129238835,9751.441024798396,10571.374220065194
48,δυσμόρῳ ὃς δὴ δηθὰ φίλων ἄπο πήματα πάσχει,49,1,1.49,862.498871901675,4.507218835876758,7.51383365654123,102924.21853121014,103400.8313418589
49,νήσῳ ἐν ἀμφιρύτῃ  ὅθι τ᾽ ὀμφαλός ἐστι θαλάσσης,50,1,1.5,2736.734641855775,3.9832567342053977,7.224949393968969,86925.0944666576,87264.07106648906
50,νῆσος δενδρήεσσα θεὰ δ᾽ ἐν δώματα ναίει,51,1,1.51,6169.942301611006,3.9832567342053977,7.344764027255626,369648.73647383426,371545.8834340149
51,ἄτλαντος θυγάτηρ ὀλοόφρονος ὅς τε θαλάσσης,52,1,1.52,1928.584134712298,3.6025658080828133,6.806353247464302,3703.461794479334,3971.6328029045485
52,πάσης βένθεα οἶδεν ἔχει δέ τε κίονας αὐτὸς,53,1,1.53,4839.465798808754,3.6025658080828133,7.044667675978099,31827.895253244737,34009.46271232397
53,μακράς αἳ γαῖάν τε καὶ οὐρανὸν ἀμφὶς ἔχουσιν,54,1,1.54,17234.34880873354,2.7433941439802574,6.839889753729821,18996.407424955083,19409.98753641125
54,τοῦ θυγάτηρ δύστηνον ὀδυρόμενον κατερύκει,55,1,1.55,4464.930523409349,5.869022176988353,7.998003449904807,11288.02733540703,11961.461800790554
55,αἰεὶ δὲ μαλακοῖσι καὶ αἱμυλίοισι λόγοισιν,56,1,1.56,351517.0346564867,2.7433941439802574,6.848619976624273,98455.50739643081,99459.05151653015
56,θέλγει ὅπως ἰθάκης ἐπιλήσεται αὐτὰρ ὀδυσσεύς,57,1,1.57,2168.460810106434,4.400206792180459,6.9506557305043435,4892.846110630154,5252.522851327459
57,ἱέμενος καὶ καπνὸν ἀποθρῴσκοντα νοῆσαι,58,1,1.58,79532.48573581793,2.7433941439802574,7.810312691599732,8733.982901666714,10520.641438053746
58,ἧς γαίης θανέειν ἱμείρεται οὐδέ νυ σοί περ,59,1,1.59,2902.930296533516,5.144126298113828,7.324609019108198,3144.5690757599264,4030.5970475445306
59,ἐντρέπεται φίλον ἦτορ  ὀλύμπιε οὔ νύ τ᾽ ὀδυσσεὺς,60,1,1.6,49369.94292514083,5.026343262457444,7.033290749726233,4504.319128958924,4784.501273632715
60,ἀργείων παρὰ νηυσὶ χαρίζετο ἱερὰ ῥέζων,61,1,1.61,14333.24969660508,5.776648856857338,8.105906922904495,1643.5211790110775,2732.386911488058
61,τροίῃ ἐν εὐρείῃ τί νύ οἱ τόσον ὠδύσαο ζεῦ,62,1,1.62,282179.1407313912,3.9527322759947516,6.870510564093205,126284.05449623906,127782.56816020084
62,τὴν δ᾽ ἀπαμειβόμενος προσέφη νεφεληγερέτα ζεύς,63,1,1.63,55.977663127627935,5.404409396377494,6.603571084584367,5.394205414011445,58.59823489907455
63,τέκνον ἐμόν ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων,64,1,1.64,499.5363129536387,5.36466906772798,7.429887892382192,1403.3701788937472,1809.1467433581606
64,πῶς ἂν ἔπειτ᾽ ὀδυσῆος ἐγὼ θείοιο λαθοίμην,65,1,1.65,3765.213535219834,5.040329504432184,6.805135704472712,614.9259992660948,1419.7232432984256
65,ὃς περὶ μὲν νόον ἐστὶ βροτῶν περὶ δ᾽ ἱρὰ θεοῖσιν,66,1,1.66,6175.61176926365,3.8491137831070192,6.431029370726195,1635.952626822216,3424.560599097533
66,ἀθανάτοισιν ἔδωκε τοὶ οὐρανὸν εὐρὺν ἔχουσιν,67,1,1.67,244.2115299710427,6.258486943750077,7.119760974551678,843.7979560643157,1049.6817081962242
67,ἀλλὰ ποσειδάων γαιήοχος ἀσκελὲς αἰεὶ,68,1,1.68,1036.868856658116,5.404409396377494,7.449472096967051,12247.406424576904,12940.905052247068
68,κύκλωπος κεχόλωται ὃν ὀφθαλμοῦ ἀλάωσεν,69,1,1.69,184475.0376133792,6.469796037417283,8.702386905303177,4674148.244444228,4675517.472837925
69,ἀντίθεον πολύφημον  ὅου κράτος ἐστὶ μέγιστον,70,1,1.7,40037.30490003457,6.738060024011963,8.64653918170969,6956.569162649761,9566.18729278511
70,πᾶσιν κυκλώπεσσι θόωσα δέ μιν τέκε νύμφη,71,1,1.71,32844.232703245965,4.089886860988695,7.160177018945267,264953.1796365333,267673.27168889885
71,φόρκυνος θυγάτηρ ἁλὸς ἀτρυγέτοιο μέδοντος,72,1,1.72,1188.838050432747,7.034325840155136,8.29475492876187,2266.1180459380203,2801.2112954319923
72,ἐν σπέσσι γλαφυροῖσι ποσειδάωνι μιγεῖσα,73,1,1.73,606.4789579801948,3.9832567342053977,7.507808006660308,104534.39561791773,104932.44474813242
73,ἐκ τοῦ δὴ ὀδυσῆα ποσειδάων ἐνοσίχθων,74,1,1.74,699.8123393216937,4.507218835876758,6.102977385903632,205.0856919743685,746.8083692324849
74,οὔ τι κατακτείνει  πλάζει δ᾽ ἀπὸ πατρίδος αἴης,75,1,1.75,6473.402093518303,5.026343262457444,7.282521832344583,11386.391479303937,12212.974334799144
75,ἀλλ᾽ ἄγεθ᾽ ἡμεῖς οἵδε περιφραζώμεθα πάντες,76,1,1.76,1537.570331404041,4.3103117880639115,7.13680744940508,2716.0947800842687,3367.56620012203
76,νόστον ὅπως ἔλθῃσι ποσειδάων δὲ μεθήσει,77,1,1.77,3360.913018714941,3.369880411378481,7.124020360494188,1467.8743901025016,3366.662378290152
77,ὃν χόλον οὐ μὲν γὰρ τι δυνήσεται ἀντία πάντων,78,1,1.78,3564.977504862945,3.8491137831070192,6.430447067296619,1830.2916670067586,3132.5518113426397
78,ἀθανάτων ἀέκητι θεῶν ἐριδαινέμεν οἶος,79,1,1.79,12369.234420899058,6.15312642809225,7.745393005018559,11955.605213917916,14416.804364629026
79,τὸν δ᾽ ἠμείβετ᾽ ἔπειτα θεά  γλαυκῶπις ἀθήνη,80,1,1.8,91.80466023386562,4.450979117553882,6.009105654451756,769.1538698791298,852.5289702989584
80,ὦ πάτερ ἡμέτερε κρονίδη ὕπατε κρειόντων,81,1,1.81,1100.2202057662705,6.764035510415224,8.565068949300422,767.9476162753328,1129.5795219512906
81,εἰ μὲν δὴ νῦν τοῦτο φίλον μακάρεσσι θεοῖσιν,82,1,1.82,1773.6732962548665,3.8491137831070192,5.858743389453943,593.9704599674246,1807.9235183733695
82,νοστῆσαι ὀδυσῆα πολύφρονα ὅνδε δόμονδε,83,1,1.83,732.8009451594768,6.469796037417283,8.058611740329537,141234.46764460715,141852.32855675856
83,ἑρμείαν μὲν ἔπειτα διάκτορον ἀργεϊφόντην,84,1,1.84,1056.2535587309867,3.8491137831070192,7.39090733083742,779.7924492093337,1268.4726021612994
84,νῆσον ἐς ὠγυγίην ὀτρύνομεν  ὄφρα τάχιστα,85,1,1.85,697.9899325829128,4.694511405392733,7.1507431394119365,263568.8600522433,264116.7106064949
85,νύμφῃ ἐυπλοκάμῳ εἴπῃ νημερτέα βουλήν,86,1,1.86,3937.561772448948,8.00372639734324,8.653970754836385,1017077.2687204662,1017322.4151939566
86,νόστον ὀδυσσῆος ταλασίφρονος ὥς κε νέηται,87,1,1.87,593.0377032200886,5.581340104536572,6.8851923607633525,12179.476454527852,12608.571496020175
87,αὐτὰρ ἐγὼν ἰθάκηνδ᾽ ἐσελεύσομαι ὄφρα οἱ υἱὸν,88,1,1.88,1622.936982877269,3.9527322759947516,6.623992354071563,20449.9345174198,21226.38363461751
88,μᾶλλον ἐποτρύνω καί οἱ μένος ἐν φρεσὶ θείω,89,1,1.89,4862.808055329833,3.9527322759947516,6.399127460643589,-888.2201988746554,1076.4211228762276
89,εἰς ἀγορὴν καλέσαντα κάρη κομόωντας ἀχαιοὺς,90,1,1.9,2127.4821397182773,5.332717467921378,7.943830824604272,-631.4403560954572,738.1102129430194
90,πᾶσι μνηστήρεσσιν ἀπειπέμεν οἵ τέ οἱ αἰεὶ,91,1,1.91,2304.1569613537854,3.9527322759947516,6.739763289175843,85771.29126189557,86572.5800977752
91,μῆλ᾽ ἁδινὰ σφάζουσι καὶ εἰλίποδας ἕλικας βοῦς,92,1,1.92,362.22104601472256,2.7433941439802574,7.752107584136287,3576.3199662314914,3800.6858728464417
92,πέμψω δ᾽ ἐς σπάρτην τε καὶ ἐς πύλον ἠμαθόεντα,93,1,1.93,477.9675896116571,2.7433941439802574,6.146906646852854,9933.075176404516,10321.912156807313
93,νόστον πευσόμενον πατρὸς φίλου ἤν που ἀκούσῃ,94,1,1.94,5415.011182662725,6.124955551125554,7.613305903463147,32359.775325824703,33895.67773680411
94,ἠδ᾽ ἵνα μιν κλέος ἐσθλὸν ἐν ἀνθρώποισιν ἔχῃσιν,95,1,1.95,1727.2855853792496,3.9832567342053977,6.439830686541878,4721.890707576637,5781.190206259371
95,ὣς εἰποῦσ᾽ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα,96,1,1.96,427.21296700484544,4.121225831181414,7.131962361482962,545.6833308310925,889.0368742705507
96,ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφ᾽ ὑγρὴν,97,1,1.97,4030.494721112817,4.671521887168035,7.527928888259974,1311.700703294367,2788.0125933604263
97,ἠδ᾽ ἐπ᾽ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο,98,1,1.98,791.5217097279767,5.24833007564383,6.91398490472389,984.4022832543919,1557.5326463858603
98,εἵλετο δ᾽ ἄλκιμον ἔγχος ἀκαχμένον ὀξέι χαλκῷ,99,1,1.99,653.8672286068132,6.818102731685499,7.883181149670584,2689.9478004499188,3253.628327335507
99,βριθὺ μέγα στιβαρόν  τῷ δάμνησι στίχας ἀνδρῶν,100,1,1.1,8264146.338454258,5.371183748749174,7.908164631919631,-206.87812471855023,1525.693627247248
100,ἡρώων τοῖσίν τε κοτέσσεται ὀβριμοπάτρη,101,1,1.101,32125.484756794733,3.6025658080828133,8.08431214917344,470.36436110118257,1801.5996716027735
101,βῆ δὲ κατ᾽ οὐλύμποιο καρήνων ἀίξασα,102,1,1.102,43283.83560007043,3.369880411378481,7.412213544481823,8308.691090464372,13075.651249052991
102,στῆ δ᾽ ἰθάκης ἐνὶ δήμῳ ἐπὶ προθύροις ὀδυσῆος,103,1,1.103,1465.5675408966504,4.450979117553882,6.5757746897559155,3669.203522497546,4582.332037096337
103,οὐδοῦ ἐπ᾽ αὐλείου παλάμῃ δ᾽ ἔχε χάλκεον ἔγχος,104,1,1.104,5709.76212719578,5.24833007564383,7.819501632131471,10341.916303602608,11683.628637500218
104,εἰδομένη ξείνῳ  ταφίων ἡγήτορι μέντῃ,105,1,1.105,60604.194661173184,7.9167150203536085,8.9471419916276,423637.5022613968,425249.8220853452
105,εὗρε δ᾽ ἄρα μνηστῆρας ἀγήνορας οἱ μὲν ἔπειτα,106,1,1.106,454.4040833484117,3.8491137831070192,5.823846181224242,2567.800510742842,2960.4090444576636
106,πεσσοῖσι προπάροιθε θυράων θυμὸν ἔτερπον,107,1,1.107,63807.91776034641,6.138941793100294,8.231025485094008,39665.55047043719,43639.727881701016
107,ἥμενοι ἐν ῥινοῖσι βοῶν οὓς ἔκτανον αὐτοί,108,1,1.108,5980.509533377541,3.9832567342053977,7.740326405877317,3838.4931155740746,5703.161288315199
108,κήρυκες δ᾽ αὐτοῖσι καὶ ὀτρηροὶ θεράποντες,109,1,1.109,6568.794820705812,2.7433941439802574,7.764090347407054,2890.244825584784,3801.142511059473
109,οἱ μὲν οἶνον ἔμισγον ἐνὶ κρητῆρσι καὶ ὕδωρ,110,1,1.11,9324.362023316826,2.7433941439802574,5.956288359646064,72205.95118624727,74283.16488011564
110,οἱ δ᾽ αὖτε σπόγγοισι πολυτρήτοισι τραπέζας,111,1,1.111,757.2398156591486,3.9527322759947516,7.141404939682523,48347.56370215197,48789.906246370854
111,νίζον καὶ πρότιθεν τοὶ δὲ κρέα πολλὰ δατεῦντο,112,1,1.112,402892.82356285834,2.7433941439802574,6.820733682972784,45010.470345049805,47184.58005303422
112,τὴν δὲ πολὺ πρῶτος ἴδε τηλέμαχος θεοειδής,113,1,1.113,668.9596877185513,3.369880411378481,6.3465856852379074,20179.62297457425,20711.434556427463
113,ἧστο γὰρ ἐν μνηστῆρσι φίλον τετιημένος ἦτορ,114,1,1.114,1173.5158458136539,3.9832567342053977,6.439877883753172,4436.017990867459,5227.185831849884
114,ὀσσόμενος πατέρ᾽ ἐσθλὸν ἐνὶ φρεσίν  εἴ ποθεν ἐλθὼν,115,1,1.115,1210.891762275761,4.661828757962375,7.257433283366931,3225.0767472644447,3688.735031955552
115,μνηστήρων τῶν μὲν σκέδασιν κατὰ δώματα θείη,116,1,1.116,2092.972320388434,3.8491137831070192,6.5679421697662,13366.967507365855,14810.516607218426
116,τιμὴν δ᾽ αὐτὸς ἔχοι καὶ δώμασιν οἷσιν ἀνάσσοι,117,1,1.117,3457.5673559400357,2.7433941439802574,7.514403855890835,3856.869764145864,5864.623128132124
117,τὰ φρονέων μνηστῆρσι μεθήμενος εἴσιδ᾽ ἀθήνην,118,1,1.118,6205.7331555353085,5.837273478673773,8.130203994597286,32094.380036027153,32928.08965132864
118,βῆ δ᾽ ἰθὺς προθύροιο νεμεσσήθη δ᾽ ἐνὶ θυμῷ,119,1,1.119,3347.9893834520353,4.661828757962375,7.136798439051399,2556.8675794298933,3272.2042842290207
119,ξεῖνον δηθὰ θύρῃσιν ἐφεστάμεν ἐγγύθι δὲ στὰς,120,1,1.12,11749.098344825103,3.369880411378481,7.693321669928652,20667.564786265168,23493.82962607344
120,χεῖρ᾽ ἕλε δεξιτερὴν καὶ ἐδέξατο χάλκεον ἔγχος,121,1,1.121,1638.6793015994042,2.7433941439802574,7.37438091584768,769.6239782854856,1361.494932408542
121,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,122,1,1.122,87.19264089762463,4.671521887168035,5.830362188443022,28.672360108711786,116.63488443697494
122,χαῖρε ξεῖνε παρ᾽ ἄμμι φιλήσεαι αὐτὰρ ἔπειτα,123,1,1.123,2938.564228204273,4.400206792180459,6.900301014507733,8155.61675767369,8983.271707828977
123,δείπνου πασσάμενος μυθήσεαι ὅττεό σε χρή,124,1,1.124,12504.99830893434,5.36466906772798,8.598672317107283,182052.3771105326,183117.76247420284
124,ὣς εἰπὼν ἡγεῖθ᾽  ἡ δ᾽ ἕσπετο παλλὰς ἀθήνη,125,1,1.125,5480.051018544911,4.121225831181414,7.036418907353476,25954.178579343527,26424.983508902773
125,οἱ δ᾽ ὅτε δή ῥ᾽ ἔντοσθεν ἔσαν δόμου ὑψηλοῖο,126,1,1.126,1296.7613812585905,3.9527322759947516,6.634815305430275,1623.3979100584372,2436.3544400631195
126,ἔγχος μέν ῥ᾽ ἔστησε φέρων πρὸς κίονα μακρὴν,127,1,1.127,2451.5993609077027,5.549591406221992,7.441085287649549,10053.070908217007,11771.8990051229
127,δουροδόκης ἔντοσθεν ἐυξόου ἔνθα περ ἄλλα,128,1,1.128,1199453.1602141843,5.144126298113828,7.465022181408778,1632691.8074541932,1635820.7271935346
128,ἔγχε᾽ ὀδυσσῆος ταλασίφρονος ἵστατο πολλά,129,1,1.129,2848.0689056523274,6.124955551125554,7.921992371388248,3326.9285567467714,4137.642056729185
129,αὐτὴν δ᾽ ἐς θρόνον εἷσεν ἄγων  ὑπὸ λῖτα πετάσσας,130,1,1.13,13019.702994353063,4.694511405392733,7.650374112458833,15573.898840549693,17101.81143422913
130,καλὸν δαιδάλεον ὑπὸ δὲ θρῆνυς ποσὶν ἦεν,131,1,1.131,5281.130994559216,3.369880411378481,7.029815998843775,815.0741096927231,2294.155809885813
131,πὰρ δ᾽ αὐτὸς κλισμὸν θέτο ποικίλον ἔκτοθεν ἄλλων,132,1,1.132,6518.991244611514,5.62249817703008,7.781769197562176,14092.460409822917,15753.424858603943
132,μνηστήρων μὴ ξεῖνος ἀνιηθεὶς ὀρυμαγδῷ,133,1,1.133,11771.32665629208,6.070888329855278,7.722227196483959,194073.53932697623,194822.7275402248
133,δείπνῳ ἁδήσειεν ὑπερφιάλοισι μετελθών,134,1,1.134,14091.876723401605,8.322180128461774,9.15916834524761,9887.416732029991,10407.824073509362
134,ἠδ᾽ ἵνα μιν περὶ πατρὸς ἀποιχομένοιο ἔροιτο,135,1,1.135,1543.413589054332,4.671521887168035,6.580450179936826,15936.783645862333,16877.09167228473
135,χέρνιβα δ᾽ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα,136,1,1.136,271.66121861889974,7.511249912245445,8.116305079111978,138270.103360602,138513.7442237506
136,καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος,137,1,1.137,208.32330367384608,7.143525132120128,8.004381921524892,136250.08899375214,136426.54817746786
137,νίψασθαι παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν,138,1,1.138,547.5334332232189,3.369880411378481,6.983058503405288,30215.509495099042,30681.10530215519
138,σῖτον δ᾽ αἰδοίη ταμίη παρέθηκε φέρουσα,139,1,1.139,403.35327846573483,7.000424288479454,7.555476078638586,6151.906940191803,6517.924528756277
139,εἴδατα πόλλ᾽ ἐπιθεῖσα  χαριζομένη παρεόντων,140,1,1.14,384.1755887772175,6.738060024011963,8.014139954358779,75568.22271121986,75870.0590668779
140,δαιτρὸς δὲ κρειῶν πίνακας παρέθηκεν ἀείρας,141,1,1.141,1121.2083224472622,3.369880411378481,7.671024804639441,8861.325397709015,9718.349650133938
141,παντοίων παρὰ δέ σφι τίθει χρύσεια κύπελλα,142,1,1.142,1420.0490012103303,4.089886860988695,7.312856922590756,3624.7457428666603,4533.976202558499
142,κῆρυξ δ᾽ αὐτοῖσιν θάμ᾽ ἐπῴχετο οἰνοχοεύων,143,1,1.143,3408.8468456354135,7.182745845273408,8.881441178233194,6933.21302305832,7690.672207560861
143,ἐς δ᾽ ἦλθον μνηστῆρες ἀγήνορες οἱ μὲν ἔπειτα,144,1,1.144,940.4280286690777,3.8491137831070192,5.615392157645869,9779.833103715533,10511.959212809903
144,ἑξείης ἕζοντο κατὰ κλισμούς τε θρόνους τε,145,1,1.145,364.20540429917827,3.6025658080828133,6.334227025142465,4278.919258284792,4608.995083871479
145,τοῖσι δὲ κήρυκες μὲν ὕδωρ ἐπὶ χεῖρας ἔχευαν,146,1,1.146,1039.0093734825493,3.369880411378481,5.993445445058457,800.9952787410874,1592.522028346082
